label,message,processed_text,language
ham  ,Transmítele mis saludos.,transmtel salud,spanish
ham  ,No es posible convencerlo de que no es posible sin herir sus sentimientos. Es lo principal.,posibl convenc posibl her sentimient principal,spanish
ham  ,"¡Buenas tardes, cariño! ¿Cómo va tu día? ¿Tuviste suerte? Pienso en ti, cariño, y te envío mi amor a través del mar para hacerte sonreír y hacerte feliz.",buen tard cari cmo va da suert piens cari envo amor travs mar hacert sonr hacert feliz,spanish
ham  ,"Si empiezo a enviar BlackBerry Torch a Nigeria, ¿encontrarán un comprador para mí? Como 4 al mes. Y díganle a papá que no le compre BlackBerry a nadie.",si empiez envi blackberry torch nigeri encontrarn comprador m mes dganl pap compr blackberry nadi,spanish
ham  ,"&lt;#&gt; % de las personas se casan con sus amantes... porque tienen un buen entendimiento que evita problemas. Te envié esto, recibirás buenas noticias el viernes de la persona que te gusta. Y mañana será el mejor día de tu vida. No rompas esta cadena. Si lo haces, sufrirás. Envía esto a &lt;#&gt; amigos en &lt;#&gt; minutos cuando lo leas...",ltgt person cas amant buen entend evit problem envi recibirs buen notici viern person gust maan ser mejor da vid romp caden si hac sufrirs enva ltgt amig ltgt minut leas,spanish
ham  ,"Oye, amigo, ¿adivina quién fue arrestado el otro día?",oye amig adivin quin arrest da,spanish
ham  ,¿Shuhui dice que cambiaron el barco de vapor Suntec? ¿Sabes dónde estás? ¿Dónde estás ahora?,shuhui dic cambi barc vapor suntec sab dnde ests dnde ests ahor,spanish
ham  ,¿Qué hace el río de la danza?,qu hac ro danz,spanish
ham  ,"Yetunde, lo siento, pero Moji y yo estamos demasiado ocupados para poder ir de compras. ¿Podrías encontrar otra forma de conseguir lo que querías que consiguiéramos? Por favor, perdóname. Puedes responder gratis a través de Yahoo Messenger.",yetund sient moji demasi ocup pod ir compr podr encontr form consegu quer consiguir favor perdnam pued respond gratis travs yaho messeng,spanish
ham  ,"Hola, llegaré muy tarde... ¿Quieres ir a la clase primero? Te acompaño. Recién llego a la mañana siguiente.",hol lleg tard quier ir clas primer acompa recin lleg maan siguient,spanish
spam ,"FANTASÍAS CALIENTES EN VIVO llama ahora 08707509020 Solo 20p por minuto NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870..k",fantas calient viv llam ahor sol p minut ntt ltd po box croydon cr wb k,spanish
ham  ,"Barbacoa, esto se sentó en mi casa desde las 6 más o menos. Eres bienvenido a venir.",barbaco sent cas ms men bienven ven,spanish
ham  ,"No sé, siempre pasa lo mismo, entra en pánico y empieza a hablar de que no es lo suficientemente bueno...",s siempr pas mism entra pnic empiez habl suficient buen,spanish
ham  ,"Está bien, me voy. ¡Que tengas una buena noche!",est bien voy buen noch,spanish
ham  ,¿Intentaste hacer otro trasero?,intent hac traser,spanish
ham  ,"Espero que te sientas muy bien. Cuéntame algo, por favor. Abiola",esper sient bien cuntam favor abiol,spanish
ham  ,Pensé que deberíamos salir y divertirnos un poco en un bar de la ciudad o algo así. ¿Te parece bien?,pens deber sal divert bar ciud as parec bien,spanish
ham  ,1) Ve a escribir mensaje 2) Activa el modo Diccionario 3) Cubre la pantalla con la mano 4) Presiona &lt;#&gt; . 5) Retira suavemente tu mano. Es interesante..:),ve escrib mensaj activ mod diccionari cubr pantall man presion ltgt retir suavement man interes,spanish
spam ,"Los osos Pic Nick, Tom, Pete y... Dick. De hecho, todos los tipos intentan chatear con fotos gay. Llama al 08718730666 (10 p. m.). Para dejar de enviar mensajes de texto, llama al 08712460324.",osos pic nick tom pet dick hech tip intent chat fot gay llam p m dej envi mensaj text llam,spanish
spam ,"¡500 móviles nuevos del año 2004, DEBEN irse! Envíe un mensaje de texto a NOKIA al 89545 y recoja el suyo hoy mismo. Desde SOLO £1 www.4-tc.biz 2optout 087187262701,50 GBP/mtmsg18 SUBASTA DE TXTA",mvil nuev ao deb irse enve mensaj text noki recoj hoy mism sol optout gbpmtmsg subast txta,spanish
ham  ,"Finalmente estamos listos, para tu información.",final list informacin,spanish
ham  ,La tía Huai Juan nunca contesta su teléfono.,ta huai juan nunc contest telfon,spanish
spam ,Alquiler de línea a mitad de precio en los últimos móviles Orange con Bluetooth. Llama a MobileUpd8 para conocer las últimas ofertas. 08000839402 o llama al 2optout/LF56,alquil lne mit preci ltim mvil orang bluetooth llam mobileupd conoc ltim ofert llam optoutlf,spanish
ham  ,"Ya tel, cual es tu problema..",tel problem,spanish
spam ,¡El tono Nokia número 1 para tu móvil todas las semanas! Solo envía un mensaje de texto con la palabra NOK al 87021. ¡El primer tono es GRATIS! Obtén el mensaje ahora y cuéntaselo a tus amigos. 150p por tono. 16 respuestas HL 4info,ton noki nmer mvil tod seman sol enva mensaj text palabr nok prim ton gratis obtn mensaj ahor cuntasel amig p ton respuest hl info,spanish
ham  ,No quiero hablar contigo,quier habl contig,spanish
ham  ,"Pasamos nuestros días esperando que el camino ideal aparezca frente a nosotros.. Pero lo que olvidamos es.. ""los caminos se hacen al andar.. no al esperar.."" ¡Buenas noches!",pas das esper camin ideal aparezc frent olvid camin hac andar esper buen noch,spanish
ham  ,"Está bien, mi brazo se siente débil porque me dieron una inyección, así que podemos ir en otro momento.",est bien braz dbil dieron inyeccin as pod ir moment,spanish
ham  ,Reserve un boleto el sábado por la noche desde Chennai a Thirunelvali y nuevamente desde Tirunelvali a Chennai el domingo por la noche... ya veo en la red que no hay boletos disponibles... quiero reservar un boleto a través de Tackle.,reserv bolet sbad noch chennai thirunelvali nuev tirunelvali chennai doming noch veo red bolet dispon quier reserv bolet travs tackl,spanish
ham  ,"Mensaje de Storming: Cuando levantas el teléfono, dices ""HOLA"". ¿Sabes cuál es el verdadero significado de HOLA? . . . ¡Es el nombre de una chica! . . . Sí... ¿Y sabes quién es esa chica? ""Margaret Hello"". Es la novia de Grahambell, quien inventó el teléfono... . . . . Moraleja: Uno puede saber el nombre de una persona, pero no el de su novia... B u e n a s no e s t a s . . . @",mensaj storming levant telfon dic hol sab cul verdader signific hol nombr chic s sab quin chic margaret hell novi grahambell invent telfon moralej pued sab nombr person novi b u n s s t s,spanish
ham  ,Está bien. Pasé a preguntarle algo y me dijo que habías estado allí. ¿Estarás por aquí esta noche cuando llegue esta chica?,est bien pas pregunt dij hab all estars aqu noch lleg chic,spanish
ham  ,Todo lo mejor para tu examen más tarde.,mejor exam ms tard,spanish
ham  ,¡Espero que no te duela demasiado la cabeza! ¡Estoy trabajando duro en una pila de ropa para planchar! Esta noche me quedaré en casa de un chino. Ven si quieres.,esper duel demasi cabez trabaj dur pil rop planch noch qued cas chin ven si quier,spanish
ham  ,"Oh, bueno, creo que la mayoría de los jugadores de Wi y Nueva Zelanda no están vendidos.",oh buen cre mayor jugador wi nuev zeland estn vend,spanish
ham  ,"Jaja... ¿Dónde conseguiste perder peso tan rápido? Si hay que ir 4 veces al mes, entonces sí que hay efecto... Vaya, después tenemos que volver a subir de peso.",jaj dnde consegu perd pes tan rpid si ir vec mes entonc s efect vay despus volv sub pes,spanish
ham  ,"Me pregunto cómo te conectaste a Internet, mi amor. ¿Habías ido al cibercafé? ¿Recargaste tu teléfono? ¿Estabas en la red de algún amigo? Pienso en ti, muchacho.",pregunt cmo conect internet amor hab ido cibercaf recarg telfon red algn amig piens muchach,spanish
ham  ,"Jaja, es broma, papá necesita drogas.",jaj brom pap necesit drog,spanish
ham  ,"Debería poder... Sí, quiero ir a 4 lecciones... Jaja, puedo ir a una lección completa...",deber pod s quier ir leccion jaj pued ir leccin complet,spanish
ham  ,"Ah, OK..",ah ok,spanish
ham  ,¿Seguimos reunidos para cenar esta noche?,segu reun cen noch,spanish
ham  ,¡Qué bueno! Soy un caballero y te trataré con dignidad y respeto.,qu buen caballer trat dignid respet,spanish
ham  ,¿Debería empezar desde aquí?,deber empez aqu,spanish
ham  ,"Entonces te esperamos, señor... No hay necesidad de sentirse mal, señor...",entonc esper seor neces sent mal seor,spanish
ham  ,¿No lo has comprobado? Ya he recibido su mensaje detallado.,comprob recib mensaj detall,spanish
ham  ,Ha registrado a Sinco como beneficiario. Inicie sesión en icicibank.com e ingrese el URN <#> para confirmar. Tenga cuidado con los fraudes. NO comparta ni revele el URN a nadie.,registr sinc beneficiari inici sesin icicibankcom ingres urn confirm cuid fraud compart revel urn nadi,spanish
ham  ,"No, decidí que solo las personas a las que les importan las cosas votan y preocuparse por las cosas es para perdedores.",dec sol person import cos vot preocup cos perdedor,spanish
ham  ,Kaiez... Disfruta de tu matrícula... Vaya... La segunda opción suena beta... Iré y te enviaré el mensaje...,kaiez disfrut matrcul vay segund opcin suen bet ir envi mensaj,spanish
ham  ,Ha registrado a Sinco como beneficiario. Inicie sesión en icicibank.com e ingrese el URN <#> para confirmar. Tenga cuidado con los fraudes. NO comparta ni revele el URN a nadie.,registr sinc beneficiari inici sesin icicibankcom ingres urn confirm cuid fraud compart revel urn nadi,spanish
ham  ,Genial. ¡Nos divertiremos practicando cómo hacer bebés!,genial divert practic cmo hac bebs,spanish
ham  ,Realmente preparándome para salir de casa.,realment preparndom sal cas,spanish
ham  ,K..k..¿algún especial hoy?,kkalgn especial hoy,spanish
spam ,INFORMACIÓN URGENTE E IMPORTANTE PARA USUARIOS DE O2. ¡HOY ES TU DÍA DE SUERTE! 2 DESCUBRE POR QUÉ INICIAR SESIÓN EN HTTP://WWW.URAWINNER.COM TE ESPERA UNA FANTÁSTICA SORPRESA,informacin urgent import usuari hoy da suert descubr qu inici sesin esper fantstic sorpres,spanish
ham  ,Entonces tenemos que hacerlo después de eso.,entonc hac despus,spanish
ham  ,"Tengo diez dólares, Jay no se compromete.",diez dlar jay compromet,spanish
ham  ,¿Dónde también teníamos hambre?,dnde tambin ten hambr,spanish
ham  ,"Por favor, habla con ese cliente machan.",favor habl client mach,spanish
ham  ,En algún lugar allá afuera bajo la pálida luz de la luna alguien piensa en ti en algún lugar allá afuera donde los sueños se hacen realidad... buenas noches y dulces sueños,algn lug all afuer baj plid luz lun algui piens algn lug all afuer sue hac realid buen noch dulc sue,spanish
ham  ,"Cuando tu adorable bebé se enoja contigo, no lo tomes en serio... ¡Porque estar enojado es la forma más infantil y verdadera de mostrar afecto profundo, cuidado y amor!... Te lo prometo... Que tengas un buen día, papá.",ador beb enoj contig tom seri enoj form ms infantil verdader mostr afect profund cuid amor promet buen da pap,spanish
spam ,Estimado usuario: Te hemos invitado a XCHAT. ¡Este es nuestro último intento de contactarte! Envía un mensaje de texto con el mensaje CHAT al 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18 años,estim usuari invit xchat ltim intent contactart enva mensaj text mensaj chat pmsgrcvdhgsuitelandsrowwjhl ldn aos,spanish
ham  ,"Entonces, ¿cuál es tu opinión sobre él y sobre su carácter?",entonc cul opinin l carct,spanish
ham  ,Jay se ríe y me dice que x está arruinando totalmente los acordes mientras hablamos.,jay re dic x est arruin total acord mientr habl,spanish
ham  ,No..unas horas antes.fui a cortarme el pelo.,noun hor antesfui cort pel,spanish
ham  ,No me extraña... Porque no recuerdo haber visto un coche plateado... Pero creo que vi uno negro...,extra recuerd hab vist coch plat cre vi negr,spanish
ham  ,Jajaja. Toma una foto y envíamela.,jajaj tom fot envamel,spanish
ham  ,Habla sólo cuando sientas que tus palabras son mejores que el silencio... ¡Buen trabajo!:-),habl slo sient palabr mejor silenci buen trabaj,spanish
ham  ,No. Ella se encuentra actualmente en Escocia por ese motivo.,encuentr actual escoci motiv,spanish
ham  ,¿Trabajas toda esta semana?,trabaj tod seman,spanish
spam ,"Felicitaciones, recibió vales de regalo de CD por £500 y entrada gratuita a nuestro sorteo semanal de £100. Envíe un mensaje de texto con la palabra MUSIC al 87066. TnC: www.Ldew.com 1 win150ppmx3age16",felicit recibi val regal cd entrad gratuit sorte semanal enve mensaj text palabr music tnc winppmxag,spanish
ham  ,"Jajaja genial, ahora tengo hambre.",jajaj genial ahor hambr,spanish
ham  ,Sí... recién ahora vi tu mensaje.,s recin ahor vi mensaj,spanish
ham  ,Estaré en mi casa en &lt;#&gt; segundos,cas ltgt segund,spanish
ham  ,De acuerdo...,acuerd,spanish
ham  ,"TODO ESTÁ BIEN, GRACIAS. TENGO EXÁMENES EN MARZO. ¿NO HE HECHO REVISIÓN? ¿FRAN SIGUE CON SU NOVIO? TENGO QUE HACER UNA ENTREVISTA EN EXETER. ¡ESTOY UN POCO PREOCUPADA!",est bien graci exmen marz hech revisin fran sig novi hac entrev exet preocup,spanish
ham  ,"Te digo algo, si haces una pequeña hoja de cálculo y registras de quién fue la idea de fumar para determinar quién ""fuma demasiado"" durante todo el mes de febrero, lo encontraré.",dig si hac peque hoj clcul registr quin ide fum determin quin fum demasi mes febrer encontr,spanish
spam ,"Vendo diana de dardos Arsenal. Buen estado, pero no incluye dardos dobles ni triples.",vend dian dard arsenal buen inclu dard dobl tripl,spanish
ham  ,"No mires hacia atrás, al edificio, porque no tienes abrigo y no quiero que te enfermes más. ¡Vuelve a casa rápidamente y ponte un abrigo para ir al gimnasio!",mir haci atrs edifici abrig quier enferm ms vuelv cas rpid pont abrig ir gimnasi,spanish
ham  ,"Mi doloroso pensamiento personal: ""Siempre intento que todos estén contentos, pero nadie me reconoce cuando estoy solo"".",dolor pensamient personal siempr intent estn content nadi reconoc sol,spanish
ham  ,Gracias por tus lindos deseos. Eres genial.,graci lind dese genial,spanish
ham  ,¡Sois un dúo intrépido! Pasadlo bien y nos vemos pronto.,do intrpid pasadl bien vem pront,spanish
ham  ,Le pedí a Sen que viniera a Chennai y buscara trabajo.,ped sen vin chennai busc trabaj,spanish
ham  ,Papá salió oredi...,pap sali oredi,spanish
ham  ,¡Solo espero que sea verdad que me extrañas porque yo lo extraño mucho! Aún no has hecho nada por lo que sentirte culpable.,sol esper verd extra extra an hech sentirt culpabl,spanish
ham  ,"¿Qué tan tarde? ¿Aún es temprano, señora? O mejor vamos a cenar. Ay, no lo sé...",qu tan tard an tempran seor mejor vam cen ay s,spanish
ham  ,"Los brazos están bien, ¿cómo va Cardiff y la universidad?",braz estn bien cmo va cardiff univers,spanish
ham  ,"De hecho, ¿cuándo te vas? Creo que Addie vuelve a la escuela el martes o el miércoles.",hech cund vas cre addi vuelv escuel mart mircol,spanish
ham  ,"Brisa fresca... Sol brillante... Flores frescas... Pájaros cantando... Todos ellos esperando para desearte: ""BUENOS DÍAS Y QUE TENGAS UN BUEN DÍA"" :)",bris fresc sol brillant flor fresc pjar cant esper deseart buen das buen da,spanish
ham  ,Ya:) voy al restaurante.,voy restaur,spanish
ham  ,"Está bien, solo pregunté: ¿Sabías que no?",est bien sol pregunt sab,spanish
spam ,Entrada gratuita la primera semana 2 TEXTPOD 4 y posibilidad de ganar un iPod de 40 GB o £250 en efectivo cada semana. Envíe un mensaje de texto con POD al 84128. Términos y condiciones: www.textpod.net. Atención al cliente: 08712405020.,entrad gratuit primer seman textpod posibil gan ipod gb efect cad seman enve mensaj text pod trmin condicion atencin client,spanish
ham  ,Esas chinchillas patinando,chinchill patin,spanish
ham  ,Estoy en una función matrimonial,funcin matrimonial,spanish
ham  ,"Parece que tendrás ventaja, me voy de aquí alrededor de las 2:30, pero si estás desesperado por mi compañía, puedo llegar antes, nos íbamos a encontrar en Rummer.",parec tendrs ventaj voy aqu alrededor si ests desesper compa pued lleg bam encontr rumm,spanish
ham  ,"No me importa un carajo lo que piensen los monos y, desde luego, no me importa. ¡Cualquier amigo mío y todo eso!",import caraj piens mon lueg import cualqui amig mo,spanish
spam ,"Como suscriptor registrado, su sorteo de un vale de regalo de £100 se realizará al recibir una respuesta correcta al 80062 ¿Cuál es el número 1 en las listas de la BBC?",suscriptor registr sorte val regal realiz recib respuest correct cul nmer list bbc,spanish
ham  ,decir gracias2.,dec graci,spanish
ham  ,Envíame un mensaje cuando llegue Rajini.,envam mensaj lleg rajini,spanish
ham  ,¡Sí! ¿Cuándo vas a tomar tus clases prácticas? Empiezo en junio.,s cund vas tom clas prctic empiez juni,spanish
ham  ,"Eso es bueno, porque necesito drogas.",buen necesit drog,spanish
ham  ,"Estúpido, no es posible.",estpid posibl,spanish
ham  ,¿Podemos decidir más rápido porque mi hermana se va a casa?,pod decid ms rpid herman va cas,spanish
spam ,"¡Por fin ha llegado el verano! ¿Te apetece charlar o coquetear con solteros sexys de tu zona? Para encontrar pareja, responde SUMMER ahora. Únete gratis. Cancelar la suscripción. Texto de cancelación. Ayuda08714742804",fin lleg veran apetec charl coquet solter sexys zon encontr parej respond summ ahor net gratis cancel suscripcin text cancelacin ayud,spanish
ham  ,¿Estás durmiendo ahora? ¿O te vas a ir? Jaja... Tengo espías que me están espiando... Estoy en línea revisando y respondiendo correos...,ests durm ahor vas ir jaj espas estn espi lne revis respond corre,spanish
spam ,"CLAIRE, aquí estoy, estoy pasando un rato aburrido y ahora estoy sola. ¿Quieres correrte esta noche? Chatea ahora al 09099725823. Espero verte. CLAIRE xx Llamadas £1/min más móviles EMS PO Box 45 PO 139 WA",clair aqu pas rat aburr ahor sol quier corrert noch chate ahor esper vert clair xx llam min ms mvil ems po box po wa,spanish
ham  ,"Pelear con el mundo es fácil, o ganas o pierdes, pero pelear con alguien cercano a ti es difícil; si pierdes, pierdes; si ganas, sigues perdiendo.",pel mund fcil gan pierd pel algui cercan difcil si pierd pierd si gan sig perd,spanish
spam ,"Compré un tono de llamada y ahora recibo mensajes de texto que cuestan 3 libras ofreciendo más tonos, etc.",compr ton llam ahor recib mensaj text cuest libr ofrec ms ton etc,spanish
ham  ,"Yalru lyfu astne chikku.. Bt innu mundhe lyf ali halla ke bilo (matrimonio)programa edhae, por lo que lyf aún no ha superado a chikku..ali vargu lyfu miau miau:-D",yalru lyfu astne chikku bt innu mundh lyf ali hall ke bil matrimonioprogram edha lyf an super chikkuali vargu lyfu miau miaud,spanish
ham  ,"Más o menos. ¡El primero llega a las doce! Ah, habla conmigo.",ms men primer lleg doc ah habl conmig,spanish
spam ,09066362231 ¡URGENTE! ¡Tu número de móvil 07xxxxxxxxx ganó un premio de bonificación de £2000 el 02/06/03! ¡Este es el segundo intento de comunicarme contigo! ¡Llama al 09066362231 lo antes posible!,urgent nmer mvil xxxxxxxxx gan premi bonificacin segund intent comunic contig llam posibl,spanish
ham  ,"Ok, muy bien, luego vendré a buscar a ü... Qué suerte que le dije a ü que se fuera antes... Más tarde la gente termina, no más...",ok bien lueg vendr busc qu suert dij ms tard gent termin ms,spanish
ham  ,"¿Qué te hace pensar que me voy a caer? Pero en realidad creo que soy bastante propenso a las caídas. Por suerte, mi padre está en casa y le pedí que viniera a buscarme.",qu hac pens voy caer realid cre bastant propens cad suert padr est cas ped vin busc,spanish
spam ,"¡Usted 07801543489 tiene garantizado el último teléfono Nokia, un reproductor de MP3 iPod de 40 GB o un premio de £500! Palabra de texto: ¡COLLECT al n.° 83355! TC-LLC NY-EE. UU. 150p/Mt msgrcvd18+",usted garantiz ltim telfon noki reproductor mp ipod gb premi palabr text collect n tcllc nye uu pmt msgrcvd,spanish
ham  ,Su cuenta ha sido recargada exitosamente con INR <DECIMAL>. El saldo de su cuenta prepaga KeralaCircle es Rs <DECIMAL>. Su ID de transacción es KR <#>.,cuent sid recarg exit inr decimal sald cuent prepag keralacircl rs decimal id transaccin kr,spanish
ham  ,No te tocaré sin tu permiso.,toc permis,spanish
spam ,"Hola, soy LUCY. Mi esposo estará en reuniones todo el día el viernes y yo me quedaré sola en el hotel. ¿Te apetece venir? Deja un mensaje el 2 de marzo al 09099726395 Lucy x Llamadas £1/minMobsmoreLKPOBOX177HP51FL",hol lucy espos reunion da viern qued sol hotel apetec ven dej mensaj marz lucy x llam minmobsmorelkpoboxhpfl,spanish
ham  ,"7 maravillas en mi MUNDO 7.º Tú 6.º Tu estilo 5.º Tu sonrisa 4.º Tu personalidad 3.º Tu naturaleza 2.º Tus SMS y 1.º ""Tu encantadora amistad""... buenos días querida",maravill mund t estil sonris personal naturalez sms encant amist buen das quer,spanish
ham  ,Tome alguna pastilla de dosis pequeña para la fiebre.,tom algun pastill dosis peque fiebr,spanish
ham  ,Oh. Debes haber llevado a tu VERDADERO Valentín de compras primero.,oh deb hab llev verdader valentn compr primer,spanish
ham  ,"Acabo de enviarte un correo electrónico a una dirección que dice ""incomm"", ¿es correcto?",acab enviart corre electrn direccin dic incomm correct,spanish
ham  ,"Lo haré, ¿vas a estar en casa de Blake toda la noche? Quizás pueda salir de aquí un poco antes.",har vas cas blak tod noch quizs pued sal aqu,spanish
ham  ,"La amistad no es un juego para jugar, no es una palabra para decir, no empieza en marzo y termina en mayo, es mañana, ayer, hoy y siempre.",amist jueg jug palabr dec empiez marz termin may maan ayer hoy siempr,spanish
ham  ,"Bien. Espera... ¿deberías estar enviando mensajes de texto ahora mismo? ¡No voy a pagar tu multa, ya sabes!",bien esper deber envi mensaj text ahor mism voy pag mult sab,spanish
ham  ,Estoy viendo El Señor de los Anillos con mi hermana. ¿Quieres que nos reunamos para cenar esta noche?,viend seor anill herman quier reun cen noch,spanish
ham  ,¿Por qué me mantienes alejado de esta manera?,qu mantien alej maner,spanish
ham  ,"Creo que es mucho más que eso, pero averígualo. Busca en Google Maps un lugar desde tu dormitorio.",cre ms avergual busc googl maps lug dormitori,spanish
ham  ,"Mi viaje estuvo bien, pero bastante agotador. Hoy empieza la universidad, pero para mí está bien porque no estoy haciendo ningún módulo, sino que me estoy concentrando en mi proyecto de último año.",viaj bien bastant agot hoy empiez univers m est bien hac ningn mdul sin concentr proyect ltim ao,spanish
ham  ,¿Siempre has estado diciendo bueno?,siempr dic buen,spanish
ham  ,"Soy un chico, navegar es obligatorio.",chic naveg obligatori,spanish
ham  ,De acuerdo...,acuerd,spanish
ham  ,"La pureza de la amistad entre dos personas no consiste en sonreír después de leer el mensaje reenviado, sino en sonreír con solo ver el nombre. Buen día.",purez amist dos person cons sonr despus leer mensaj reenvi sin sonr sol ver nombr buen da,spanish
ham  ,"Lo siento, llamaré más tarde.",sient llam ms tard,spanish
ham  ,"(Debo añadir que realmente no me importa y si no puedes, al menos puedo hacer que este tipo se vaya a la mierda, pero oye, tu dinero si lo quieres)",deb aad realment import si pued men pued hac tip vay mierd oye diner si quier,spanish
ham  ,"¡Hola amor! ¿Cómo va ese nuevo trabajo? ¿Estás ahí ahora? ¿Estás feliz? ¿Piensas en mí? Me despierto, mi esclavo y te envío un beso provocador desde el otro lado del mar.",hol amor cmo va nuev trabaj ests ah ahor ests feliz piens m despiert esclav envo bes provoc lad mar,spanish
ham  ,Le dije tu número a Gautham.,dij nmer gautham,spanish
ham  ,Diles que no hay necesidad de investigar sobre mí en ningún lado.,dil neces investig m ningn lad,spanish
ham  ,"Ok, acabo de recibirlo.",ok acab recib,spanish
ham  ,"No puedo creer que te haya dicho tantas cosas esta mañana cuando lo único que quería decirte era buenos días, ¡te amo! Que tengas una hermosa mañana. Nos vemos en la biblioteca más tarde.",pued cre dich tant cos maan nic quer decirt buen das amo hermos maan vem bibliotec ms tard,spanish
spam ,"Su cuenta ha sido acreditada con 500 mensajes de texto GRATIS. Para activarla, simplemente envíe un mensaje de texto con la palabra: CREDIT al número: 80488 Términos y condiciones www.80488.biz",cuent sid acredit mensaj text gratis activ simplement enve mensaj text palabr credit nmer trmin condicion,spanish
ham  ,"Al final puede que vomite, pero no pasa nada, no todo saldrá.",final pued vomit pas saldr,spanish
ham  ,¿Cómo estás con el dinero?... en cuanto a ti... el dinero no es nada.... ¿cómo estás?,cmo ests diner cuant diner cmo ests,spanish
ham  ,"Todo tiene que ver con el clima. Manténgase bien abrigado. Es un resfriado, pero nada grave. Por favor, mucha vitamina C.",ver clim mantng bien abrig resfri grav favor much vitamin c,spanish
ham  ,Hola chicas. ¿Alguna de vosotras va al centro de conducción mañana?,hol chic algun va centr conduccin maan,spanish
ham  ,"Ahora siempre estoy en Yahoo Messenger. Solo envíame el mensaje y lo recibiré. Es posible que tengas que enviarlo en modo móvil, pero lo recibiré y te responderé.",ahor siempr yaho messeng sol envam mensaj recib posibl envi mod mvil recib respond,spanish
ham  ,Lo estoy colocando ahora. Debería estar listo para &lt;TIME&gt;,coloc ahor deber list lttimegt,spanish
ham  ,"El tiempo y la sonrisa son dos cosas cruciales en nuestra vida. A veces el tiempo nos hace olvidar la sonrisa y, a veces, la sonrisa de alguien nos hace olvidar el tiempo.",tiemp sonris dos cos crucial vid vec tiemp hac olvid sonris vec sonris algui hac olvid tiemp,spanish
spam ,"SMS. ac JSco: La energía es alta, pero es posible que no sepas hacia dónde canalizarla. Hoy en día, tus habilidades de liderazgo son sólidas. ¿Psíquico? Responder RESPUESTA con pregunta. ¿Fin? Responder FIN JSCO",sms ac jsco energ alta posibl sep haci dnde canaliz hoy da habil liderazg slid psquic respond respuest pregunt fin respond fin jsco,spanish
ham  ,IDPS basado en host para sistemas Linux.,idps bas host sistem linux,spanish
spam ,"FANTASÍAS CALIENTES EN VIVO llama ahora 08707509020 Solo 20p por minuto NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 es una llamada de tarifa nacional",fantas calient viv llam ahor sol p minut ntt ltd po box croydon cr wb llam tarif nacional,spanish
ham  ,Don no da:)¿Qué planeas?,don daqu plan,spanish
ham  ,Estaré allí el &lt;#&gt; ok.,all ltgt ok,spanish
ham  ,"Dios mío, ya casi estoy en casa.",dios mo casi cas,spanish
ham  ,Descarga gratuita del convertidor de vídeo total. Escribe esto en la búsqueda de Google:),descarg gratuit convertidor vde total escrib bsqued googl,spanish
spam ,"Gracias por votar. Ahora canta junto con las estrellas con Karaoke en tu móvil. Para obtener un enlace GRATIS, solo responde con SING now.",graci vot ahor cant junt estrell karaok mvil obten enlac gratis sol respond sing now,spanish
ham  ,"Cuando tu adorable bebé se enoja contigo, no lo tomes en serio... ¡Porque estar enojado es la forma más infantil y verdadera de mostrar afecto profundo, cuidado y amor!... Te lo prometo... Que tengas un buen día, papá.",ador beb enoj contig tom seri enoj form ms infantil verdader mostr afect profund cuid amor promet buen da pap,spanish
ham  ,Suena como algo que diría alguien que me está poniendo a prueba.,suen dir algui est pon prueb,spanish
ham  ,"Cuando amas a alguien, no le hagas amarte tanto como tú lo haces, sino ámalo tanto que no quiera ser amado por nadie más que tú... Mala idea.",amas algui hag amart t hac sin mal quier ser amad nadi ms t mal ide,spanish
ham  ,"Pete, ¿este teléfono sigue siendo tuyo? Soy Jenny de la universidad y Leanne. ¿Qué estás haciendo ahora? :)",pet telfon sig siend jenny univers leann qu ests hac ahor,spanish
ham  ,"Ups, lo siento. Solo quería comprobar que no te importa pasar a buscarme mañana a las ocho y media en la estación. ¿Te parece bien?",ups sient sol quer comprob import pas busc maan ocho medi estacin parec bien,spanish
ham  ,"Hola, cariño, me preguntaba si podrías venir a verme cuando tengas un momento. Quiero enviarle un archivo a alguien, pero no le llega a Yahoo porque su conexión es mala. ¿Recuerdas cuando creaste esa página para que yo pudiera ir y descargar el formato del disco? ¿Podrías decirme cómo hacerlo? ¿O conoces alguna otra forma de descargar archivos grandes? Porque pueden descargar cosas directamente de Internet. Cualquier ayuda sería genial, mi presa... *beso burlón*",hol cari pregunt si podr ven verm moment quier envi archiv algui lleg yaho conexin mal recuerd cre pgin pud ir descarg format disc podr dec cmo hac conoc algun form descarg archiv grand pued descarg cos direct internet cualqui ayud ser genial pres bes burln,spanish
ham  ,¡Cómo está el campeón que se va de Glasgow!,cmo est camp va glasgow,spanish
ham  ,K:)todo lo mejor:)felicidades...,ktod mejorfel,spanish
ham  ,¿Me pregunto si recibirás este texto?,pregunt si recibirs text,spanish
ham  ,Necesito volver a casa y darte un poco de buen amor...,necesit volv cas dart buen amor,spanish
